GEOID,med_age_E,pop_dens,covid_rate,type,majority_vote
47141,36.4,199.08437620757542,0.11216720514939765,Micropolitan,Republican
47143,38.9,104.2225126142637,0.10039549741405537,Micropolitan,Republican
47147,39,152.8465600955316,0.09226268148290592,Large fringe metro,Republican
47149,33.5,551.4362951459229,0.08565504881605689,Large fringe metro,Republican
47153,44.1,59.529592867876644,0.07563503096170858,Medium metro,Republican
47155,42.9,166.04539260277028,0.09331164870908722,Micropolitan,Republican
47159,40.3,63.32902042590843,0.1041499196141479,Large fringe metro,Republican
47161,44.2,29.703591009078426,0.06699860877205828,Non-core,Republican
47165,39.8,370.7210499967801,0.08274361756868978,Large fringe metro,Republican
21239,42.5,141.3434466452898,0.049086375646607866,Medium metro,Republican
21221,46.2,31.843848213795336,0.04857407012303534,Medium metro,Republican
21227,32.8,248.3829657946564,0.07650460038348916,Small metro,Republican
21233,41,39.196160058492126,0.05846201121610202,Non-core,Republican
23005,42.2,362.5465955343749,0.02499760780548324,Medium metro,Democrat
23011,44.4,142.53185789377926,0.015205189175199366,Micropolitan,Democrat
23017,47,27.81814972615085,0.019488723886667704,Non-core,Republican
23021,51.5,4.241322062065684,0.0069642857142857145,Non-core,Republican
23027,46.2,54.25834486618962,0.00964475976468806,Non-core,Democrat
27001,55.5,8.61621608197784,0.06555392750207045,Non-core,Republican
27045,42.3,24.646574448297734,0.0526191822121726,Small metro,Republican
27051,44.9,11.088062565723707,0.06470200856108001,Non-core,Republican
27057,48.7,23.04951531517988,0.0654516491754123,Non-core,Republican
27063,44.8,14.20966750475689,0.07988787666433077,Non-core,Republican
27069,48.1,3.828672969752483,0.08105538388400285,Non-core,Republican
27075,50.8,5.170045403356996,0.05098578633654287,Non-core,Democrat
27081,45.4,10.50706819108059,0.08049645390070923,Non-core,Republican
27087,35.7,9.699450022528112,0.07336906301977453,Non-core,Democrat
31075,38.8,0.7864904004926715,0.03764320785597381,Non-core,Republican
31081,41.9,17.399957102372472,0.07582988652030968,Small metro,Republican
31087,46.2,3.6848052808092606,0.0672782874617737,Non-core,Republican
31093,43.1,11.372859146456399,0.07258687258687259,Small metro,Republican
31099,39.6,12.955136377131542,0.08717105263157894,Micropolitan,Republican
31103,45.3,0.9947275971910237,0.0494148244473342,Non-core,Republican
31109,33.5,385.1759647373338,0.0704880226156822,Medium metro,Democrat
31115,53.2,1.0771552306510122,0.05930807248764415,Non-core,Republican
31121,43.6,15.78259117371345,0.07616066770996348,Small metro,Republican
31127,39.3,17.364766589113177,0.06813683912920554,Non-core,Republican
31173,27.5,17.208535224965225,0.1043850583197992,Non-core,Republican
31179,32,21.893545034444664,0.09105909044034237,Non-core,Republican
31185,39.9,24.672058660039372,0.08842477876106195,Non-core,Republican
32005,52,69.72875704869871,0.03988845780795344,Micropolitan,Republican
32011,47.7,0.44423816489252893,0.01725067385444744,Micropolitan,Republican
32017,44.4,0.4231013690109645,0.06156923760835741,Non-core,Republican
32023,53.1,2.837490169170557,0.0387858347386172,Micropolitan,Republican
32031,38.4,77.02338045620158,0.07349761147151443,Medium metro,Democrat
32510,42.4,405.35392764521754,0.08554034004672659,Small metro,Republican
33005,43.1,108.1888407445992,0.017251301368071358,Micropolitan,Democrat
33011,40.7,482.5138823744656,0.042223782738327456,Medium metro,Democrat
33019,46.3,80.1107021930903,0.010473027889371387,Micropolitan,Democrat
22005,35.7,436.1123483424609,0.062047430830039524,Medium metro,Republican
22011,37.4,31.579560138228683,0.054091767216613316,Micropolitan,Republican
22017,37.7,270.5686085478236,0.07491759443005618,Medium metro,Democrat
22023,44.1,4.371651018371693,0.0678298023856151,Small metro,Republican
22029,37.7,26.81135119825688,0.07748702306416225,Micropolitan,Republican
22035,33.9,17.729639795636846,0.12856951333958977,Non-core,Democrat
22041,38.4,31.65901516917746,0.10336805906746233,Non-core,Republican
22047,38.4,48.88384698321299,0.08872061109090308,Medium metro,Democrat
22053,37.8,49.51147657733579,0.07085271317829457,Non-core,Republican
29203,45.8,7.004236820757846,0.05845541174797326,Non-core,Republican
29209,53.6,66.99130180167369,0.053127815677693396,Micropolitan,Republican
29213,42.2,88.6600522073072,0.06834801840687761,Micropolitan,Republican
29219,41,82.90106370977544,0.047253180231903634,Large fringe metro,Republican
29225,36.7,65.95921322083126,0.06327235512344889,Medium metro,Republican
29510,35.8,4884.3627099843225,0.058674704388251134,Large central metro,Democrat
12005,39.8,230.9753533294474,0.06924025203177792,Small metro,Republican
12011,40.4,1616.5139063324589,0.0720591449694632,Large fringe metro,Democrat
12017,56.5,264.37552729956485,0.04440891038266284,Small metro,Republican
12023,40.4,87.3899906015175,0.08802261183965107,Micropolitan,Republican
21191,40.6,52.836244648729334,0.041996722207047255,Large fringe metro,Republican
21181,41.1,38.61931519363476,0.03741541727477776,Non-core,Republican
21185,38.9,361.0684267321507,0.05991983078675285,Large fringe metro,Republican
21189,43.4,20.52077199745914,0.07874598864477907,Non-core,Republican
21195,42.5,74.57321432537921,0.052804717994170684,Non-core,Republican
21197,38.6,73.35412530586812,0.05400258968695255,Non-core,Republican
21201,42.9,21.94727292203905,0.06520747834017328,Non-core,Republican
21203,42.7,50.662247436904195,0.05518488495354493,Micropolitan,Republican
21207,43.3,70.91657074869794,0.06158634872992052,Non-core,Republican
21209,36.2,202.844554875439,0.043845682792406616,Medium metro,Republican
21213,39,83.66161047685169,0.06195774216596917,Non-core,Republican
21217,37.6,97.6954177750773,0.06740191369173423,Micropolitan,Republican
21219,37.8,32.69132809026316,0.05856407743200196,Non-core,Republican
21223,43.4,55.87941374509694,0.045433089450082606,Large fringe metro,Republican
21225,38.1,39.86514031105914,0.07067603160667252,Non-core,Republican
21229,40.7,40.49875439732209,0.07366758127546354,Non-core,Republican
21231,42.5,42.679373355197,0.06975198159038609,Non-core,Republican
21235,36.6,83.8497374110987,0.07686859882327304,Micropolitan,Republican
21237,41.8,29.53586515300712,0.046479731789088694,Non-core,Republican
23001,41,237.5007771985677,0.02455483673597927,Small metro,Democrat
23003,48,10.059072177767595,0.010371805379628939,Non-core,Republican
23007,46.3,17.357646298395977,0.015412819120043454,Non-core,Democrat
23009,48.8,34.95500996330718,0.009967915209632647,Non-core,Democrat
23013,48.4,111.21068403603151,0.009185608392641664,Non-core,Democrat
23015,51,77.29674090953728,0.008740812214433692,Non-core,Democrat
23019,42,44.801346961417636,0.014277360560844684,Small metro,Republican
23023,46.9,144.50068885783946,0.010599743862230579,Medium metro,Democrat
23025,46.4,12.862732959704557,0.014878063276343681,Non-core,Republican
23029,48.1,12.13356103117826,0.012381411802540602,Non-core,Republican
23031,45.2,213.88069436506055,0.02524861774196592,Medium metro,Democrat
27003,38.5,862.3660071116448,0.08001385045357487,Large fringe metro,Democrat
27005,41.9,26.753420939847054,0.0766563397095188,Non-core,Republican
27007,34,18.456469823850117,0.06255948775633816,Micropolitan,Republican
27009,36,101.34544160111932,0.0948065443824162,Small metro,Republican
27011,49,10.349040992934986,0.08497870692992644,Non-core,Republican
27013,31,92.42242558340831,0.0733881236254196,Small metro,Democrat
27015,42.3,42.40157723228023,0.077994751466502,Micropolitan,Republican
27017,41,42.037424872866055,0.07203027038970365,Medium metro,Democrat
27019,37.9,301.8720004702993,0.06054881128299134,Large fringe metro,Republican
27021,48.9,14.873309640712225,0.06439167165569082,Micropolitan,Republican
27023,41.6,21.67642920226532,0.10168280679472932,Non-core,Republican
27025,41.3,136.46915629310135,0.07391250596068596,Large fringe metro,Republican
27027,32.6,62.493407538014964,0.0947365197954622,Small metro,Democrat
27029,42.3,8.534019050259555,0.07742843735335524,Non-core,Republican
27031,52.6,3.8552405773305938,0.018571428571428572,Non-core,Democrat
27033,42.9,17.996073291399398,0.10619084831119215,Non-core,Republican
27035,44.5,66.23133634723175,0.06849356502276062,Micropolitan,Republican
27037,37.9,781.9506899155076,0.06931404331161539,Large fringe metro,Democrat
27039,38.4,47.50294647376045,0.05674030766281689,Small metro,Republican
27041,44.2,61.25759669415511,0.08990924473157975,Micropolitan,Republican
27043,45.8,19.538853616240083,0.06623087421880612,Non-core,Republican
27047,44,43.68358169417078,0.06528564492636349,Micropolitan,Republican
27049,42.2,62.88036021100555,0.06515068723466858,Micropolitan,Republican
27053,36.5,2313.9434132543097,0.06770003862465034,Large central metro,Democrat
27055,45.3,34.13318166079844,0.06357798652019317,Small metro,Republican
27059,40,94.40260434367525,0.06442202503950407,Large fringe metro,Republican
27061,46.3,16.876104098844706,0.06004798507131115,Non-core,Republican
27065,45,30.73477897723645,0.05800898203592814,Non-core,Republican
27067,39.3,54.84446544063077,0.12331930851550352,Micropolitan,Republican
47175,46.9,22.559087379848336,0.0911154345006485,Non-core,Republican
47167,37.5,133.0035645978566,0.0911267836640971,Large fringe metro,Republican
47169,35.1,101.58150817020571,0.18786052518295307,Large fringe metro,Republican
47173,43,88.56857061844748,0.06337743662256337,Medium metro,Republican
47179,40.2,407.36585582060303,0.07926256193562455,Small metro,Republican
47181,43,22.111154000805797,0.15112124199112864,Non-core,Republican
47185,43.2,72.61104717626196,0.10317721472706665,Non-core,Republican
47187,39.1,425.0114631463466,0.07481249444951277,Large fringe metro,Republican
49001,33,2.7380070360380673,NA,Non-core,Republican
49003,32.6,10.036562458690847,NA,Medium metro,Republican
49007,37.5,13.799504787328196,NA,Micropolitan,Republican
49009,42.5,1.341490017216033,NA,Non-core,Republican
49013,31.5,6.056851895249194,NA,Non-core,Republican
49015,36.2,2.201790993045982,NA,Non-core,Republican
49017,41.9,0.982194073465723,NA,Non-core,Republican
49019,40.2,2.6326369663543367,NA,Non-core,Democrat
49021,29.1,17.37959284017849,NA,Micropolitan,Republican
49023,30.1,3.4749753789382596,NA,Medium metro,Republican
49025,41.9,1.9215799125410908,NA,Non-core,Republican
49027,35.4,1.9121657275690378,NA,Non-core,Republican
49029,32.2,20.183246822458138,NA,Medium metro,Republican
49031,44.5,1.8960016391594394,NA,Non-core,Republican
49033,34.3,2.439624653454547,NA,Non-core,Republican
49035,32.8,1597.2125322441207,0.09194018416554313,Large central metro,Democrat
49037,32.2,1.8565593416649955,0.0976029756164761,Non-core,Republican
49039,32.6,17.885685834873584,NA,Non-core,Republican
49041,35.4,11.265506042975119,NA,Non-core,Republican
49043,39.5,22.643791464559868,0.07812168000566612,Micropolitan,Democrat
49045,31.4,10.472280092665061,0.06377066769374673,Large fringe metro,Republican
49047,30.6,7.946665294804461,NA,Micropolitan,Republican
49049,24.8,329.03031203039933,0.10386124334431808,Medium metro,Republican
49051,34,29.556129461075294,0.09333678279866621,Micropolitan,Republican
49053,37.1,74.26717301425307,NA,Small metro,Republican
49055,40.4,1.0101504281096139,NA,Non-core,Republican
50001,43.5,48.75588868091563,0.007922276048497176,Non-core,Democrat
50003,46.7,55.329188576189985,0.013977026267170053,Micropolitan,Democrat
50007,36.5,313.69276060945464,0.016331695609037387,Small metro,Democrat
50009,50.9,8.921047740859848,0.013513513513513514,Micropolitan,Republican
50013,48.2,89.14780828162765,0.008638420403126285,Small metro,Democrat
50015,40.8,56.54102755415435,0.00905762189246483,Non-core,Democrat
50019,45.8,39.495455649909594,0.010732668930018618,Non-core,Democrat
50021,46.5,65.14388620391532,0.007808888595390609,Micropolitan,Democrat
50025,47.6,58.43984670944554,0.011153469121010784,Non-core,Democrat
50027,48,59.565066601360684,0.007514761137949544,Micropolitan,Democrat
51003,39.1,156.00240743869352,0.025579429689932827,Small metro,Democrat
51005,48.1,34.08878471695172,0.053274650200354726,Non-core,Republican
51009,44.8,66.0538895054127,0.047593190021400965,Medium metro,Republican
51011,42.6,48.22889705564237,0.04652894100130281,Medium metro,Republican
51015,45.1,80.12526042795382,0.04373636868119814,Small metro,Republican
51017,47.8,7.953489507418206,0.04157757186980281,Non-core,Republican
51021,46.4,17.531067553242657,0.07687400318979266,Non-core,Republican
51023,47.2,62.0680561793498,0.03982616978211692,Medium metro,Republican
51027,46.8,40.478914381843325,0.04382215671825104,Non-core,Republican
51029,43.5,29.0257872785345,0.08475986685687113,Small metro,Republican
51033,40.1,58.54138023143833,0.03473953443196166,Large fringe metro,Republican
51035,47.6,61.41199120228622,0.051552049391185045,Non-core,Republican
51037,46.2,24.256480478362338,0.03391447653742736,Non-core,Republican
51041,38.9,860.6834972319737,0.03668652687711906,Large fringe metro,Democrat
51043,47,84.02634791036928,0.026855171480754923,Large fringe metro,Republican
51047,39.2,138.5913419534685,0.05779037905312833,Large fringe metro,Republican
12047,40.9,27.256690359578055,0.09233076263924593,Non-core,Republican
12031,36.2,1305.4402090124843,0.06316802384972584,Large central metro,Democrat
12037,46.4,22.8399676213625,0.07565657376917517,Non-core,Republican
12043,47.9,15.034068036910806,0.06391225465940953,Non-core,Republican
12053,49,411.27108636415346,0.039143510783230084,Large fringe metro,Republican
12059,42.7,41.041513923176716,0.08787462473922557,Non-core,Republican
12065,48,24.26108017951411,0.07112336319779462,Medium metro,Republican
12071,48.5,973.594609437528,0.05430048027002374,Medium metro,Republican
12077,40.7,9.543262250051106,0.09593679458239278,Non-core,Republican
12083,48.7,236.65587239639365,0.0491024399587133,Medium metro,Republican
12087,47.7,84.30469956965769,0.052284190457803414,Micropolitan,Republican
12093,41.1,51.54213597620697,0.06283422459893048,Micropolitan,Republican
20185,44.1,5.141115457495733,0.068762278978389,Non-core,Republican
20191,41.2,18.94123200716131,0.06223751228665892,Medium metro,Republican
20197,43.8,8.657545128464927,0.06572633415733604,Small metro,Republican
20201,45.4,6.180425461118041,0.07956600361663653,Non-core,Republican
20207,47.4,6.257298952178434,0.038202247191011236,Non-core,Republican
21003,40.7,59.789590298450115,0.05760637264425879,Small metro,Republican
21009,40.5,91.23553470402267,0.05792963920422614,Micropolitan,Republican
21015,37.5,552.0773917106693,0.057123734996469756,Large fringe metro,Republican
21019,42.3,301.8817996398896,0.06458631192888668,Medium metro,Republican
21025,42.2,27.858532845208515,0.04738300043738154,Non-core,Republican
21031,41.3,29.033668334658753,0.06628405141055695,Small metro,Republican
21037,38.2,615.0129131433528,0.05003438050625295,Large fringe metro,Republican
21043,41.6,65.02399462870545,0.053892665339692794,Non-core,Republican
21049,42.3,146.43112584298214,0.039732770745428976,Medium metro,Republican
21053,41.9,46.90995755284961,0.09261861018048201,Non-core,Republican
21059,38.9,225.37953488498553,0.05789259718135357,Small metro,Republican
21065,43.5,55.95948855691742,0.04871849184494811,Non-core,Republican
21071,42.2,91.38985305102547,0.05314117188804184,Non-core,Republican
21077,38.8,88.36638999623688,0.05005753739930955,Large fringe metro,Republican
21083,39.7,66.42248648470276,0.0753090125242162,Micropolitan,Republican
21087,44.6,38.82900970981635,0.06833528405510039,Non-core,Republican
21093,37,177.5787833810198,0.05594298205994472,Small metro,Republican
21099,40.5,46.75178407711485,0.06382206553297387,Non-core,Republican
41047,36.6,293.01371359832075,0.041226295097132284,Medium metro,Democrat
41053,37,118.00541853151849,0.02327496483021285,Medium metro,Democrat
41059,36.5,24.90321016869388,0.07180768029971901,Micropolitan,Republican
41065,40.8,11.200539233656947,0.03475815523059617,Micropolitan,Democrat
41071,38.3,150.47100417938398,0.02488813798481276,Large fringe metro,Republican
44005,45.2,836.0513453558281,0.030300199666055603,Large fringe metro,Democrat
42001,43.9,200.22050696963285,0.045266340561568384,Small metro,Republican
42007,45.1,386.95649684097106,0.05176113901851797,Large fringe metro,Republican
42013,43.4,233.59014209517875,0.0659083877481233,Small metro,Republican
42019,43.3,245.40679752566285,0.04977214432063913,Large fringe metro,Republican
42025,46.2,169.83354598120394,0.04497366754698914,Medium metro,Republican
42031,41.5,61.982043721656,0.05585242071909992,Non-core,Republican
42037,41,134.01216671378816,0.04418557943362121,Small metro,Republican
42043,39.7,545.6410499303787,0.04941323528898293,Medium metro,Democrat
42049,39.7,338.99407393440094,0.04429702151537973,Medium metro,Democrat
42055,41.6,201.90622606736991,0.05678116101890568,Small metro,Republican
42061,43.7,50.41092591635218,0.070919894765490335,Micropolitan,Republican
42067,42.9,60.06537675971943,0.059509124165213326,Non-core,Republican
42073,45.2,240.93981559114985,0.05066806088067852,Micropolitan,Republican
42079,42.8,365.8499659949582,0.05473073828141796,Medium metro,Republican
42085,44.7,164.5344668090746,0.05529046018146983,Medium metro,Republican
45001,44.3,49.43766794879009,0.05276805927145503,Micropolitan,Republican
45007,40.8,285.3780434983742,0.06036285453420905,Medium metro,Republican
45013,45.5,324.771334001436,0.05206902633111903,Small metro,Republican
05099,44.3,13.450018199030714,0.07232250300842359,Non-core,Republican
05101,49,8.801268750404219,0.07750865051903114,Micropolitan,Republican
05103,43,30.90956849116428,0.062339955849889626,Micropolitan,Republican
05105,43.7,18.16488502762176,0.04641181754666134,Medium metro,Republican
05107,38.9,23.817315489889477,0.07731772090777403,Micropolitan,Democrat
05109,43.1,16.934028715979064,0.06911808081801199,Non-core,Republican
05111,40.1,30.28236301814433,0.10563901589375137,Small metro,Republican
05113,43.9,22.415680646994936,0.06674990895374851,Non-core,Republican
05115,35.3,78.00583393939792,0.08974298291286031,Micropolitan,Republican
05117,47.2,12.783448039834688,0.06761651774933591,Non-core,Republican
05119,37.2,526.2475159346427,0.06382211086752271,Medium metro,Democrat
05121,41.1,28.473363976250564,0.07958645199504603,Non-core,Republican
05123,38.8,36.375991786239005,0.12018189692507579,Micropolitan,Democrat
05125,39.6,170.56451546562525,0.06336293511376159,Medium metro,Republican
05127,40.7,11.022383654042267,0.06272875152501017,Non-core,Republican
05129,47.9,11.75359184257101,0.06553398058252427,Non-core,Republican
05131,37.6,240.5996450615725,0.07722282646969068,Medium metro,Republican
05133,35.3,28.018524862798564,0.13264726308479072,Non-core,Republican
05135,47.6,28.575215161340534,0.06762781541312025,Non-core,Republican
27079,41,63.90889398063461,0.0686336053567692,Large fringe metro,Republican
27071,49.5,3.8850380115356704,0.045597744984248054,Non-core,Republican
27073,50.4,8.782768884128288,0.09034082452745944,Non-core,Republican
27077,50.9,2.899450856399727,0.04039330321551953,Non-core,Republican
27083,35.8,35.370412599371875,0.11318215995884286,Micropolitan,Republican
27085,40.7,74.8159500656876,0.0838160506921215,Micropolitan,Republican
27089,43.7,5.092785400501258,0.07488938053097345,Non-core,Republican
27091,45.3,28.111942636019222,0.07895131086142322,Non-core,Republican
27095,40.5,46.227604946281275,0.0768736535772327,Large fringe metro,Republican
27097,41.7,30.228578712299388,0.08600411643634225,Non-core,Republican
27101,48.1,11.606936720090285,0.09279863063944248,Non-core,Republican
27103,36.3,76.80171092738937,0.06063156672665002,Small metro,Democrat
27107,43.8,7.379791655100431,0.063965222791492,Non-core,Republican
27109,37.2,249.1473709281458,0.057839567201115154,Small metro,Democrat
27113,39.6,22.693005643410125,0.06475128644939966,Non-core,Republican
27115,45,20.460731909455063,0.0864039340628896,Non-core,Republican
27119,38.7,15.824886520991505,0.10284688381636317,Small metro,Republican
27121,45.8,16.889449819072812,0.06119561372479661,Non-core,Republican
27125,42.7,9.100219982140587,0.07903430749682339,Non-core,Republican
27127,42.6,17.556881386863353,0.08538087520259319,Non-core,Republican
27131,36.5,135.32033989228825,0.083014143702401,Micropolitan,Democrat
27133,40.8,20.113663588664263,0.10624484748557296,Non-core,Republican
27137,41.1,32.05071725959664,0.06304718050651498,Medium metro,Democrat
27139,36.5,423.65314020566467,0.07359800699671366,Large fringe metro,Republican
27143,41.7,25.19554125565881,0.06922351038015638,Large fringe metro,Republican
27145,34.4,117.8823302570693,0.10751648851489652,Small metro,Republican
27149,33.1,17.159013908682613,0.06948609244131941,Non-core,Republican
27151,43.9,13.259062540267971,0.08030087416141492,Non-core,Republican
27155,47.5,5.854966858420335,0.06458333333333334,Non-core,Republican
27157,45.2,40.896789037111795,0.07055688034787488,Small metro,Republican
27161,40.5,44.80316053472838,0.09342049768030367,Non-core,Republican
27163,39.5,696.0474156146414,0.0695524128445853,Large fringe metro,Democrat
27167,43.3,8.66312110826621,0.09099292960344298,Micropolitan,Republican
27169,35.2,79.33168992719101,0.07219504338547643,Micropolitan,Democrat
27171,37,213.78460482913576,0.0771489418906585,Large fringe metro,Republican
27173,42.4,12.551686919112383,0.09319899244332494,Non-core,Republican
29001,27.6,44.62001632584689,0.06462826894208738,Micropolitan,Republican
29003,42.4,41.917915738782455,0.06164874551971326,Small metro,Republican
29005,48.5,9.693297455160003,0.04919886899151744,Non-core,Republican
29007,39.7,36.059495638131416,0.07331143337873568,Micropolitan,Republican
29009,43.7,44.38391962524023,0.052788556205478655,Non-core,Republican
29011,41.3,19.656093788078056,0.0668557188278766,Non-core,Republican
29013,41.6,19.17306385270391,0.05342226655030545,Large fringe metro,Republican
29015,53.6,27.546624853216247,0.062441992368773847,Non-core,Republican
29017,44,17.1013560624306,0.09094350335951547,Small metro,Republican
29019,31.2,267.828402166621,0.0739992375142966,Small metro,Democrat
29021,37.8,207.70162063405303,0.07190452042031771,Small metro,Republican
29023,41.3,60.64747760263631,0.06790885354854023,Micropolitan,Republican
29025,42.3,20.673458656521248,0.0636415201361316,Large fringe metro,Republican
29027,38.6,53.06105824309163,0.08671499220919991,Small metro,Republican
29029,51.5,65.15579303221921,0.07479237337700316,Non-core,Republican
29031,36.5,141.23458340532832,0.079953494064374,Small metro,Republican
29033,43.4,12.229678752180472,0.0785167745732784,Non-core,Republican
29035,41.7,10.253105392409687,0.07304882737408688,Non-core,Republican
29039,44.7,29.90285790210929,0.037919368480405974,Non-core,Republican
29041,45.7,9.861844133062856,0.04562634989200864,Non-core,Republican
29045,44,13.1468788832903,0.056828459451311424,Micropolitan,Republican
29047,37.1,637.0557501426404,0.025203781554068723,Large fringe metro,Republican
29051,38.6,197.3679965478356,0.09962603035753569,Small metro,Republican
51061,41.3,112.61005985093033,0.03364304116647481,Large fringe metro,Republican
51049,45.6,32.52082141806751,0.02118863049095607,Non-core,Republican
51053,43.2,55.46314876158017,0.03327727484166458,Large fringe metro,Republican
51057,46.3,41.227099615042654,0.033493725823190865,Non-core,Democrat
51063,47.2,40.627650488757475,0.03347118118376841,Small metro,Republican
51067,47.2,78.88105152877435,0.043816656570662846,Medium metro,Republican
51069,40.7,221.26313268777992,0.04234349533466785,Small metro,Republican
51073,44.9,177.72848220406908,0.022603394384025213,Large fringe metro,Republican
51075,48.3,88.11226125849318,0.02604440490152465,Large fringe metro,Republican
51079,39.6,131.80004055641422,0.027588555858310628,Small metro,Republican
51081,40.7,38.583862637724664,0.08980774295496445,Non-core,Democrat
51085,42.7,235.0552882095293,0.03637967248292856,Large fringe metro,Republican
51087,38.8,1430.9940495350895,0.038251856370873444,Large fringe metro,Democrat
51091,60.9,5.376203294984337,0.025537634408602152,Non-core,Republican
51093,44.3,122.29475405264189,0.040097394187432,Large fringe metro,Republican
51095,46.5,549.6708215986545,0.025187210877399238,Large fringe metro,Democrat
51097,46.7,20.966930939792924,0.026483050847457626,Non-core,Republican
51099,37.4,148.7686781391621,0.02836507877109606,Non-core,Republican
51101,40.3,65.01718063843776,0.02622122403144301,Large fringe metro,Republican
51103,57.3,81.91452925846318,0.0336111365509662,Non-core,Republican
51105,44.9,50.92822452840223,0.06904794118973526,Non-core,Republican
51107,36.2,816.1829972841485,0.03440002470549389,Large fringe metro,Democrat
51109,44.8,75.77817490299479,0.025295244174912225,Non-core,Republican
51111,45.3,27.64883411540914,0.029406836461126004,Non-core,Republican
51113,45.6,43.154632761611154,0.021897810218978103,Non-core,Republican
51115,54.5,99.32461709169463,0.03668112035626392,Large fringe metro,Republican
51117,48.4,48.48638382378338,0.043767934298624626,Non-core,Republican
51119,53.9,81.5235831993094,0.02663529411764706,Non-core,Republican
51121,29,257.7808595776288,0.05258671694026334,Small metro,Democrat
51125,51.4,31.386404541294784,0.024568527918781728,Small metro,Republican
51127,43.3,109.24331124001974,0.029723251252996297,Large fringe metro,Republican
51131,49,58.0108631773504,0.03696466373554796,Non-core,Democrat
51133,58.9,61.84174025986823,0.03750316749725484,Non-core,Republican
51135,40.6,49.753538479864744,0.07575757575757576,Non-core,Republican
51137,42,106.28188486825104,0.027252165278314117,Non-core,Republican
51139,45.4,76.47555988944677,0.04555232190307478,Non-core,Republican
51143,47.2,62.43635379865115,0.04553643741425761,Micropolitan,Republican
51145,45.1,116.57350398373984,0.02914317739755382,Large fringe metro,Republican
51149,37,162.0927869993095,0.042873750290630085,Large fringe metro,Republican
51153,35.2,1436.2224163861076,0.05428822655971332,Large fringe metro,Democrat
51157,50.1,27.585457520390275,0.02231899836690256,Large fringe metro,Republican
51159,47.3,46.600683773230614,0.09313011319063096,Non-core,Republican
51163,49,37.968792948638225,0.02869757174392936,Non-core,Republican
51165,41.5,98.56210451901127,0.04799598839499982,Small metro,Republican
51169,47.3,40.26670643880359,0.05765665554319614,Medium metro,Republican
51171,44.5,86.96799037673378,0.05241479201557054,Non-core,Republican
51175,46.9,30.03359273749943,0.06423649699933319,Non-core,Republican
51177,38.2,348.76915554728055,0.034999143053016456,Large fringe metro,Republican
51181,49.8,23.52039080856347,0.037951531778692274,Non-core,Democrat
51183,41,22.08982047975948,0.06519530889278788,Large fringe metro,Democrat
51187,41.3,189.83918971639324,0.0346207675497827,Large fringe metro,Republican
51191,46.3,96.11327487429575,0.056697877074256046,Medium metro,Republican
51195,41.4,89.55497238450212,0.05826183227234985,Micropolitan,Republican
51197,45.3,61.24383369489275,0.047119123365146696,Non-core,Republican
51199,39.6,669.5903768317869,0.0213148690127775,Large fringe metro,Republican
51520,42.2,1334.4335848527546,0.05441663278936059,Medium metro,Republican
51530,35.5,1031.506505436244,0.07875319981930431,Non-core,Republican
51550,36.9,736.8222997320712,0.03819230059898485,Large fringe metro,Democrat
45039,46.4,30.52288207987092,0.06535230093565018,Medium metro,Democrat
45019,37.8,444.72770661816514,0.059965461070216906,Medium metro,Democrat
45027,45.1,51.31144225584774,0.059208836372977136,Non-core,Democrat
45033,37.7,69.84522061688797,0.0859253499222395,Non-core,Republican
45045,38.2,669.3579305736755,0.07276027811711516,Medium metro,Republican
45053,40.3,43.944870478237085,0.04789691222951617,Small metro,Democrat
45059,40.7,94.62363297007818,0.05414649313729845,Medium metro,Republican
45065,55.2,26.5252801549573,0.050073483098887255,Non-core,Republican
45071,42,59.86727414070579,0.07579734351387894,Micropolitan,Republican
45077,36.2,264.40645317270594,0.07979970168335819,Medium metro,Republican
45085,36.4,158.7132159938441,0.05320398650953049,Small metro,Democrat
45091,38.7,414.4281518608174,0.05539012371938034,Large fringe metro,Republican
46007,28.6,2.854027538311985,0.10529429162969535,Non-core,Republican
46013,37,22.358623507380745,0.11639382783739328,Micropolitan,Republican
22099,37.7,70.21902745643813,0.0734831069986671,Medium metro,Republican
22105,35.3,168.27417864438934,0.06787476437588712,Small metro,Republican
22111,42.1,24.068950674074276,0.08726962619036338,Small metro,Republican
22117,39.4,67.8961731610908,0.0689571739656424,Micropolitan,Republican
22123,40.3,27.112778576259736,0.09363142241821351,Non-core,Republican
36003,39.1,45.130963416009955,0.04076976063371793,Non-core,Republican
36007,39.9,281.49304223161624,0.042716286748237145,Small metro,Democrat
36013,42.6,120.40218351937554,0.029148421159826722,Micropolitan,Republican
36019,39.5,76.9380249422076,0.015154741179564895,Micropolitan,Democrat
36025,47.9,30.717763023768487,0.01661099575697391,Non-core,Republican
36031,47.7,20.83530761850621,0.01655921457424895,Non-core,Democrat
36037,43.1,118.44879609165362,0.04826334178255806,Micropolitan,Republican
36043,44.2,42.605220832132126,0.038693692944678164,Medium metro,Republican
36049,42.2,20.854486237048743,0.03626514182529531,Non-core,Republican
36055,38.9,1156.1578098290427,0.04636819353131177,Large central metro,Democrat
36061,37.5,74766.61631590874,0.03688591595932362,Large central metro,Democrat
36067,39.1,612.183904844678,0.04601314541379513,Medium metro,Democrat
36073,43,103.10963995269577,0.03524775053912699,Large fringe metro,Republican
36079,44.2,424.0414756236736,0.05144980955891387,Large fringe metro,Republican
